Profession,Country,Region,Education,Sex,Age,AgeBin,Maritial,1.1_HeardCovid,1.2_Television/Radio,1.2_Newspaper/Magazines,1.2_SocialMedia,1.2_Colleagues/Workplace,1.2_Neighbors,1.3_CovidKnowledgeLevel,1.4_ContactRespiratoryDrop,1.4_Touching,1.4_UseSameObject,1.4_Sex,1.4_PersonToPerson,1.4_CloseContact,1.4_TouchingCoin,1.4_CovidFloatOnAir,1.5_Fever,1.5_Tiredness,1.5_Cough,1.5_ShortnessBreath,1.5_AchesPain,1.5_NasalCongestion,1.5_RunningNose,1.5_SoreThroat,1.5_Diarrhea,1.6_Mask,1.7_IncubationPeriod,1.8_Vaccine,1.9_LockDown,1.9_Isolation,1.9_Quarantine,1.10_Over60Yr,1.10_PrexistingCond,1.10_WorkEnvo,1.10_RiskZone,2.1_LockDown,2.2_HomeQuarantine,2.3_Isolation,2.4_PersonalHygiene,2.5_MediaRole,2.6_Over60Yr,2.6_PreExisting,2.6_Working,2.6_RiskZone,3.1_Quarantine,3.1_Respository,3.1_WashingHand,3.1_Mask,3.1_TouchingMouth,3.1_SocialDistance,3.2_PPE,3.3_Test,3.4_Handshake,3.4_Hug,3.4_VisitPlaces,3.4_ContactInfected,3.4_Religion,3.5_HandWash,3.8_Internet,3.9_Newspaper,3.9_TV,3.9_SocialMedia,3.9_Internet,3.10_TimeSpentOnCovidNews,4.1_FearOfDeath,4.1_Anxeity,4.1_Depression,4.1_SocialExclusion,4.1_Lonliness,N90BestToControlSpread,LearntCovid,KnowledgeScore,OpinionScoring,Susceptiblity,BehaveScore,PsychologicalHealth,Access_Of_Information
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,49,"(41.0, 76.0]",2,0,1.0,1,1,0,1.0,1,1,0,0,0,0,1,0.0,1.0,1,1,0,0,0,0,1,0,0,4,Dont Know,1,0,1,0,0,3,3,3,,4,4,5,,1,Not Sure,0,1,1,1,1,1,1,1,1,3,0,1,1,0,,12,0,1,1,0,,4,1,1,0,0,1,0,4.0,15,13,2,8,3,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,39,"(30.0, 41.0]",2,0,0.0,1,0,0,0.0,5,1,1,0,1,1,1,1.0,0.0,1,0,0,0,0,0,1,0,1,2,Dont Know,0,1,0,0,1,3,1,3,,5,3,5,,0,1,0,0,1,0,0,0,1,0,3,0,1,1,1,0,,12,1,0,1,1,,5,1,1,0,1,1,0,1.0,17,13,1,5,4,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,52,"(41.0, 76.0]",2,0,1.0,0,1,1,0.0,1,1,1,1,0,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,2,2-14 Day,0,0,1,0,3,3,1,1,,5,4,5,,Not Sure,Not Sure,1,Not Sure,0,0,1,1,0,0,0,3,1,1,0,1,,12,1,1,1,1,,5,1,0,0,0,0,0,3.0,14,14,1,5,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,25,"(24.0, 30.0]",2,1,0.0,0,0,1,0.0,3,0,1,0,0,1,1,1.0,0.0,1,0,1,0,1,1,0,1,1,2,2-14 Day,0,0,1,0,3,1,0,0,,5,3,1,,0,Not Sure,0,1,1,0,0,0,1,0,1,3,1,0,1,1,,12,1,0,1,1,,3,0,0,1,0,1,0,1.0,14,9,1,5,2,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,62,"(41.0, 76.0]",2,1,1.0,0,0,1,0.0,1,0,1,0,1,1,1,0.0,0.0,0,0,1,0,1,1,1,1,1,2,Dont Know,0,1,0,1,0,1,1,3,,1,5,5,,Not Sure,0,0,Not Sure,1,1,1,0,0,0,3,0,0,0,0,1,,12,0,1,0,0,,3,1,0,0,1,0,0,2.0,15,11,0,4,2,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,37,"(30.0, 41.0]",3,0,1.0,0,0,1,0.0,1,0,1,1,1,1,0,0.0,0.0,0,1,0,0,0,1,0,1,0,2,2-14 Day,3,0,1,1,3,1,3,0,,5,4,4,,Not Sure,1,Not Sure,0,0,1,0,0,1,1,0,3,0,0,1,1,,12,0,1,0,0,,3,1,1,0,0,0,0,2.0,14,13,1,5,2,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,43,"(41.0, 76.0]",2,1,1.0,1,0,0,1.0,3,1,0,1,1,1,1,1.0,1.0,0,0,1,1,0,0,1,1,1,2,1-7 Day,0,0,1,1,0,3,3,1,,3,2,4,,1,0,1,1,0,1,1,1,1,0,1,3,1,1,0,0,,12,0,0,0,1,,3,0,1,1,0,0,0,3.0,19,9,3,6,2,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",P,Female,30,"(24.0, 30.0]",2,1,1.0,1,0,1,1.0,3,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0,0,0,0,2,Dont Know,3,1,0,1,1,1,3,0,,5,1,1,,0,1,Not Sure,1,0,1,1,1,1,1,0,0,0,1,0,1,,12,1,0,1,0,,3,1,0,0,1,0,0,4.0,14,7,2,7,2,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,0,1,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,12,0,1,1,1,,3,0,0,0,0,0,0,5.0,14,15,0,9,0,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,23,"(21.0, 24.0]",2,0,1.0,0,1,0,1.0,3,1,1,0,0,0,1,1.0,0.0,1,0,0,1,1,1,1,0,1,2,1-7 Day,3,0,0,0,0,1,3,3,,2,3,2,,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,12,0,0,0,0,,3,0,1,1,0,0,0,3.0,17,7,3,10,2,0
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,18,"(8.999, 21.0]",2,0,0.0,1,1,0,1.0,1,1,0,1,1,1,0,0.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,1,1,1,1,3,3,3,3,,5,5,5,,Not Sure,Not Sure,Not Sure,Not Sure,1,1,1,1,1,1,1,0,0,0,0,0,,12,0,1,1,1,,1,0,0,0,0,0,0,3.0,26,15,0,6,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,19,"(8.999, 21.0]",1,1,1.0,0,0,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,3,1,1,1,0,0,0,0,,5,4,4,,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,,12,0,1,1,1,,1,1,0,0,1,0,0,1.0,17,13,0,8,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,16,"(8.999, 21.0]",1,1,1.0,0,0,0,0.0,3,1,1,1,1,1,1,0.0,1.0,1,1,0,1,1,1,1,1,0,2,2-14 Day,1,1,1,1,1,1,1,1,,4,4,4,,0,0,0,0,1,1,1,1,1,1,1,3,1,1,1,1,,12,0,1,1,1,,1,0,0,0,0,0,0,1.0,18,12,0,10,0,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,42,"(41.0, 76.0]",3,1,1.0,1,0,1,1.0,1,1,0,1,0,0,0,0.0,1.0,0,1,1,1,0,1,1,0,1,2,2-14 Day,3,0,1,0,3,0,0,3,,4,5,5,,1,0,Not Sure,1,0,0,0,0,0,0,1,3,0,1,0,1,,12,0,0,0,1,,1,0,1,1,0,1,0,4.0,15,14,2,2,3,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,39,"(30.0, 41.0]",2,1,1.0,1,1,1,1.0,5,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,1,1,1,1,,5,5,5,,Not Sure,Not Sure,Not Sure,Not Sure,0,0,1,1,0,0,1,0,1,1,1,1,,12,1,1,1,1,,1,1,1,1,1,1,0,5.0,21,15,0,6,5,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,32,"(30.0, 41.0]",2,1,1.0,1,1,1,1.0,3,1,0,0,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,1,1,1,1,,4,4,4,,0,0,1,0,0,1,1,1,1,1,1,3,0,1,0,1,,12,0,1,1,1,,1,1,0,0,0,0,0,5.0,17,12,1,7,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,25,"(24.0, 30.0]",2,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,3,1,1,0,1,,12,1,1,1,1,,1,1,0,0,0,0,0,5.0,17,15,0,9,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Female,24,"(21.0, 24.0]",1,1,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,1,0,1,0,0,3,0,0,,5,5,5,,0,0,0,0,0,1,1,1,1,1,3,0,1,1,0,1,,12,1,1,1,1,,1,1,0,0,0,0,0,2.0,20,15,0,8,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,29,"(24.0, 30.0]",1,0,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,0,0,0,0,0,2,2-14 Day,0,1,1,1,0,0,1,1,,5,5,5,,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,12,1,1,1,1,,1,1,1,0,0,0,0,2.0,14,15,2,9,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,45,"(41.0, 76.0]",2,1,1.0,0,1,0,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,1,0,1,0,,5,5,5,,Not Sure,Not Sure,Not Sure,Not Sure,0,1,1,1,1,1,3,0,0,0,0,1,,12,1,1,1,1,,1,1,1,1,1,1,0,3.0,19,15,0,6,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,40,"(30.0, 41.0]",2,1,1.0,0,1,1,1.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,,12,0,1,1,1,,1,1,0,0,0,0,0,4.0,16,15,0,8,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,61,"(41.0, 76.0]",1,0,0.0,1,1,1,0.0,3,0,0,0,0,1,0,1.0,0.0,1,1,0,1,0,0,0,0,1,2,Dont Know,1,1,0,1,0,0,1,1,,2,3,4,,Not Sure,Not Sure,0,1,0,0,1,1,0,1,0,0,1,1,0,0,,12,1,1,1,0,,2,0,1,0,1,1,0,3.0,8,9,1,5,3,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,23,"(21.0, 24.0]",2,0,1.0,1,1,0,0.0,3,1,1,1,0,1,1,0.0,1.0,1,1,1,1,0,0,0,1,0,2,2-14 Day,0,1,1,1,1,1,1,1,,4,5,4,,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,,12,1,1,1,1,,2,1,0,0,0,1,0,3.0,15,13,0,7,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,29,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,3,1,1,0,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,0,0,1,1,0,0,0,0,,5,5,2,,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,,12,0,1,1,1,,2,1,1,1,1,0,0,5.0,14,12,0,5,4,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,41,"(30.0, 41.0]",2,1,1.0,0,0,0,1.0,3,1,1,1,0,1,1,1.0,0.0,1,1,1,1,0,1,1,1,1,2,2-14 Day,0,1,1,1,1,3,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,12,1,1,1,1,,2,1,1,0,1,0,0,2.0,18,15,0,9,3,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,17,"(8.999, 21.0]",2,0,1.0,0,0,0,1.0,3,0,0,1,0,0,1,0.0,0.0,1,1,0,0,1,0,1,1,1,2,1-7 Day,1,0,1,0,3,3,0,3,,5,2,5,,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,,12,0,1,1,0,,2,0,0,1,1,1,0,2.0,17,12,1,1,3,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,28,"(24.0, 30.0]",2,0,1.0,0,1,0,0.0,1,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2-14 Day,3,1,1,1,1,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,,12,1,1,1,1,,2,1,1,0,0,0,0,2.0,17,15,0,7,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,32,"(30.0, 41.0]",3,0,0.0,1,1,1,1.0,3,1,0,1,0,1,0,0.0,0.0,0,1,1,0,0,1,0,0,0,2,1-7 Day,0,0,1,0,3,3,0,0,,1,3,4,,1,1,Not Sure,Not Sure,1,1,0,1,0,1,1,3,1,0,0,0,,12,1,0,1,1,,4,1,1,1,0,0,0,4.0,12,8,2,5,3,2
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,65,"(41.0, 76.0]",2,0,0.0,1,1,0,1.0,5,0,0,1,0,1,0,0.0,1.0,1,1,1,1,0,0,1,0,0,5,Dont Know,3,0,0,1,3,3,0,3,,1,4,5,,1,0,Not Sure,1,1,0,1,1,1,1,3,3,1,1,0,1,,12,0,1,1,1,,5,0,0,1,0,0,0,3.0,17,10,2,8,1,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,66,"(41.0, 76.0]",3,0,1.0,1,0,0,1.0,3,1,0,0,1,0,1,1.0,0.0,0,1,1,0,0,0,1,1,0,5,2-14 Day,3,1,1,0,0,3,0,1,,5,2,1,,1,0,Not Sure,Not Sure,0,1,1,0,1,0,0,0,0,1,1,0,,12,1,1,1,1,,5,1,0,0,1,1,0,3.0,12,8,1,5,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,16,"(8.999, 21.0]",1,1,1.0,0,1,1,1.0,3,1,0,0,0,1,1,1.0,1.0,1,0,1,1,0,0,0,1,0,5,2-14 Day,0,1,1,1,1,1,0,0,,4,4,5,,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,,12,0,1,1,0,,5,1,1,1,1,1,0,4.0,11,13,0,6,5,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Female,37,"(30.0, 41.0]",1,0,1.0,0,0,1,0.0,3,0,1,0,1,0,0,0.0,0.0,1,1,1,1,1,0,1,0,1,5,2-14 Day,1,1,1,1,1,1,0,0,,4,4,2,,Not Sure,0,Not Sure,Not Sure,1,1,0,0,1,1,1,3,0,0,0,0,,12,1,0,0,0,,1,1,1,1,0,0,0,2.0,11,10,0,4,3,0
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,19,"(8.999, 21.0]",1,0,1.0,1,1,0,0.0,3,1,0,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,0,0,5,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,,12,0,1,1,1,,1,0,1,1,0,1,0,3.0,11,15,0,7,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Female,48,"(41.0, 76.0]",2,0,1.0,1,1,1,0.0,3,1,1,1,0,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,1,1,1,1,,5,5,5,,1,Not Sure,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,12,0,1,1,1,,1,1,1,0,0,0,0,4.0,19,15,3,10,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,23,"(21.0, 24.0]",2,1,1.0,1,1,1,1.0,3,1,0,1,1,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,3,3,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,3,1,1,0,1,,12,0,1,1,1,,1,1,0,0,1,1,0,5.0,21,15,0,9,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,22,"(21.0, 24.0]",2,1,1.0,1,1,1,1.0,3,1,0,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,,12,0,1,1,1,,1,1,1,1,1,1,0,5.0,16,15,0,6,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,37,"(30.0, 41.0]",2,0,1.0,1,1,1,1.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,12,0,1,1,1,,1,1,1,1,1,1,0,5.0,16,15,0,9,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,30,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,0,5,2-14 Day,1,0,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,12,1,1,1,1,,1,0,0,0,0,0,0,5.0,16,15,0,9,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,25,"(24.0, 30.0]",2,1,1.0,1,1,1,1.0,3,1,0,0,0,1,1,0.0,1.0,1,1,1,1,1,1,0,1,0,5,2-14 Day,3,1,1,1,1,1,1,1,,4,4,5,,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,,12,0,1,1,1,,1,1,1,1,1,1,0,5.0,15,13,0,7,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,16,"(8.999, 21.0]",1,1,1.0,1,1,0,1.0,5,1,1,0,0,1,1,0.0,1.0,1,1,1,1,1,1,0,1,1,5,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,12,0,1,1,1,,1,1,1,1,0,0,0,4.0,13,15,0,9,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,30,"(24.0, 30.0]",2,0,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,0,0,0,0,,4,4,4,,Not Sure,Not Sure,Not Sure,Not Sure,1,1,1,1,1,1,1,0,1,1,0,1,,12,1,1,1,1,,1,0,0,0,0,0,0,2.0,17,12,0,9,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,24,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,0,1,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,0,1,1,1,1,1,1,1,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,,12,1,0,1,1,,2,1,1,1,1,1,0,5.0,18,15,0,10,5,2
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,30,"(24.0, 30.0]",2,0,1.0,1,0,1,0.0,1,1,1,0,0,0,0,1.0,1.0,1,0,1,0,0,1,0,1,1,5,Dont Know,0,0,1,0,1,3,1,3,,3,1,2,,0,Not Sure,0,Not Sure,0,1,1,1,0,0,0,0,0,1,0,0,,12,1,0,1,0,,4,1,0,1,0,0,0,3.0,17,6,0,4,2,1
Medical Professionals,Mexico,Central America and Mexico,,Male,24,"(21.0, 24.0]",1,1,1.0,0,1,1,1.0,3,1,0,0,0,1,1,0.0,0.0,1,1,1,1,0,0,0,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,4,4,5,5,4,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,9,1,0,1,1,1,1,0,1,0,0,1,1,4.0,11,22,1,8,2,3
Medical Professionals,Mexico,Central America and Mexico,,Female,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,5,1,0,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,0,0,1,1-7 Day,3,1,1,1,1,0,0,0,5,4,4,3,5,0,0,0,0,1,0,1,1,1,1,1,3,0,1,1,1,1,9,1,0,1,1,1,4,1,1,1,0,1,1,5.0,14,21,0,9,4,3
Medical Professionals,Mexico,Central America and Mexico,T,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,1-7 Day,0,1,1,1,1,0,0,0,5,4,5,4,5,0,0,0,0,1,1,1,1,1,1,0,3,1,1,0,0,1,9,1,0,1,1,1,1,1,1,1,1,1,0,5.0,17,23,0,9,5,3
Academian/Administration,Mexico,Central America and Mexico,S,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,1,1,1,2-14 Day,3,1,1,1,1,1,0,1,2,4,5,5,4,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,9,1,1,1,1,1,3,0,1,0,0,0,1,5.0,19,18,0,9,1,4
Medical Professionals,Mexico,Central America and Mexico,,Male,23,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,0.0,0.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,0,1,1,1,0,1,1,1,5,2,4,5,5,0,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,9,1,0,1,1,1,3,1,1,1,0,0,0,5.0,17,19,3,10,3,3
Academian/Administration,Mexico,Central America and Mexico,S,Male,19,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,0,1,1,2-14 Day,1,1,1,1,0,1,1,1,5,5,5,5,5,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,9,1,0,0,1,1,2,0,1,1,1,1,1,5.0,18,25,1,10,4,2
Medical Professionals,Mexico,Central America and Mexico,,Female,20,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,4,1,1,0,0,1,1,0.0,0.0,1,1,1,1,1,0,0,1,1,2,2-14 Day,1,1,1,1,0,1,0,0,5,5,5,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,0,5.0,12,25,1,10,5,4
Academian/Administration,Mexico,Central America and Mexico,T,Male,29,"(24.0, 30.0]",1,1,1.0,0,1,1,0.0,4,1,0,0,0,1,1,0.0,0.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,3,1,3,4,4,5,5,5,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,9,1,1,0,1,1,2,1,1,0,0,0,1,3.0,21,23,1,11,2,3
Academian/Administration,Mexico,Central America and Mexico,,Male,24,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,5,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,0,1,1,1,1,1,5,5,5,5,5,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,9,1,1,1,1,1,3,0,0,0,0,0,1,5.0,22,25,1,11,0,4
Medical Professionals,Mexico,Central America and Mexico,,Female,60,"(41.0, 76.0]",2,1,1.0,1,0,1,1.0,5,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,0,1,0,0,1,0,4,5,5,5,2,Not Sure,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,9,1,0,0,0,1,2,1,1,0,0,0,1,4.0,16,19,1,10,2,1
Medical Professionals,Mexico,Central America and Mexico,S,Male,21,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,2,1,1,1,0,1,1,1.0,1.0,1,1,0,1,1,1,0,1,1,1,1-7 Day,0,1,1,1,1,1,1,3,4,4,5,5,4,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,9,1,0,1,1,1,1,1,0,0,0,0,1,5.0,21,22,0,9,1,3
Medical Professionals,Mexico,Central America and Mexico,,Male,19,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,1,1,0,0,5,5,3,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,9,1,1,1,1,1,3,0,1,0,0,1,0,5.0,19,23,0,10,2,4
Academian/Administration,Mexico,Central America and Mexico,T,Female,50,"(41.0, 76.0]",3,1,1.0,0,1,1,0.0,5,1,1,1,1,1,1,1.0,1.0,1,1,0,1,1,0,0,1,1,5,1-7 Day,1,1,0,1,1,1,0,1,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,3,0,1,1,0,1,0,15,0,0,1,1,0,3,1,0,0,0,1,0,3.0,17,25,0,9,2,2
Academian/Administration,Mexico,Central America and Mexico,S,Male,19,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,3,1,1,1,0,0,0,0,4,4,4,5,3,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,15,1,0,1,1,1,3,1,1,1,0,0,1,5.0,18,20,0,10,3,3
Medical Professionals,Mexico,Central America and Mexico,T,Male,24,"(21.0, 24.0]",1,1,1.0,0,1,1,0.0,5,1,0,1,0,1,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,0,4,5,4,5,5,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,3,0,1,0,0,1,1,3.0,18,23,2,11,2,3
Academian/Administration,Mexico,Central America and Mexico,T,Male,24,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,1.0,0.0,1,1,0,1,1,0,1,1,1,1,2-14 Day,0,1,0,0,0,0,0,0,3,4,4,4,4,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,15,1,0,1,0,1,1,1,1,1,1,1,1,5.0,14,19,2,6,5,2
Academian/Administration,Mexico,Central America and Mexico,S,Female,18,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,5,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,3,1,1,1,1,1,1,1,4,3,4,5,3,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,15,1,0,0,1,1,1,1,0,0,0,0,1,5.0,19,19,0,10,1,2
Medical Professionals,Mexico,Central America and Mexico,,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,0,0.0,4,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1-7 Day,0,0,1,1,1,0,1,0,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,0,1,1,0,0,1,0,1,3.0,19,23,4,11,2,2
